nn;word;transcription;translate
1691;hang (hung, hung);[h??];висеть, вешать
;hangman;[?h??m?n];палач
;overhang;[???v?h??];нависать
;hanger;[h???];вешалка
1692;gross;[gr??s];валовой, грязный
1693;contradict;[?k?ntr??d?kt];противоречить
;contradiction;[?k?ntr??d?k??n];противоречие
;contradictory;[?k?ntr??d?kt?ri];противоречивый
1694;odds;[?dz];шансы
1695;rob;[r?b];грабить, отнимать
;robber;[?r?b?];грабитель
;robbery;[?r?b?ri];ограбление
1696;original;[??r???nl];первоначальный, первоисточник
;originally;[??r???n?li];изначально
1697;take on;[te?k?n];набрать (напр. рабочих)
1698;pitch;[p??];подавать (мяч)
;pitcher;[?p???];подающий игрок
1699;simultaneous;[?s?m?l?te?ni?s];одновременный
1700;adopt;[??d?pt];принимать, перенимать
;adoption;[??d?p?(?)n];принятие
1701;scales;[ske?lz];весы
1702;principal;[?pr?ns?p?l];главный, основной
1703;church;[????];церковь
1704;clothe;[kl???];одевать, покрывать
;clothes;[kl???z];одежда
;clothing;[?kl?????];одежда
1705;let off;[l?t?f];отпустить, дать отделаться
1706;compete;[k?m?pi?t];соперничать
;competitive;[k?m?p?t?t?v];конкурентоспособный
;competitor;[k?m?p?t?t?];конкурент
;competition;[?k?mp??t???n];соревнование
1707;tear;[t??];слеза
1708;somewhat;[?s?mw?t];слегка
1709;click;[kl?k];щёлкать, щелчок
1710;lock;[l?k];замок, запирать
;unlock;[?n?l?k];отпирать
1711;brave;[bre?v];храбрый
;bravery;[?bre?v?ri];храбрость
1712;stomach;[?st?m?k];желудок, живот
1713;due;[dju?];должный, положенный
;undue;[?n?dju?];неподобающий
;overdue;[???v??dju?];просроченный
1714;make up;[me?k?p];помириться
;patch up;[p???p];уладить
1715;at least;[?tli?st];по крайней мере
1716;fork;[f??k];развилка, раздваиваться
1717;over;[???v?];заново
1718;steer;[st??];управлять, направлять
;steering wheel;[?st??r??wi?l];руль
1719;casual;[?k??j??l];случайный
1720;tooth (pl: teeth);[tu??];зуб
;toothpaste;[?tu??pe?st];зубная паста
;toothbrush;[?tu??br??];зубная щетка
;toothache;[?tu??e?k];зубная боль
;toothpick;[?tu??p?k];зубочистка
1721;faint;[fe?nt];слабый, неуловимый
1722;obsess;[?b?s?s];овладеть (разумом)
;obsession;[?b?s???n];одержимость
;obsessive;[?b?s?s?v];навязчивый
1723;wood;[w?d];древесина, лес
;wooden;[?w?dn];деревянный
;woody;[?w?di];древесный
;firewood;[?fa??w?d];дрова
;woodwork;[?w?dw??k];изделия из дерева
1724;sit out;[s?ta?t];высидеть
;sit through;[s?t?ru?];высидеть до конца
1725;cookie;[?k?ki];печенье
1726;mold (mould);[m??ld];плесень
1727;exhibit;[?g?z?b?t];выставлять, показывать
;exhibition;[??ks??b???n];выставка
1728;character;[?k?r?kt?];персонаж
1729;yell;[j?l];кричать, вопить
1730;master;[?m??st?];хозяин
1731;incentive;[?n?s?nt?v];стимул, мотив
1732;probable;[?pr?b?bl];вероятный, возможный
;probably;[?pr?b?bli];возможно
1733;flight;[fla?t];полёт, рейс
1734;onion;[??nj?n];лук, луковица
1735;consequence;[?k?ns?kw?ns];последствие
1736;mount;[ma?nt];гора
1737;ill;[?l];больной
;illness;[??ln?s];болезнь
1738;summary;[?s?m?ri];сводка, конспект
1739;capital;[?k?p?tl];главный, большой, высший
1740;offend;[??f?nd];обидеть, оскорбить
1741;towel;[?ta??l];полотенце
1742;grateful;[?gre?tf?l];благодарный
;ungrateful;[?n?gre?tf?l];неблагодарный
1743;shoulder;[????ld?];плечо
1744;sample;[?s??mpl];образец, часть
1745;deck;[d?k];палуба, настил
1746;talk smb out;[t??ksmba?t];отговорить
1747;evolve;[??v?lv];развиваться, эволюционировать
1748;divide;[d??va?d];делить
;division;[d??v???n];деление
;subdivide;[?s?bd??va?d];подразделять
;divisive;[d??va?s?v];разделяющий
1749;line;[la?n];линия, ряд
1750;shape;[?e?p];форма, формировать
;shapeless;[??e?pl?s];бесформенный
;reshape;[?ri???e?p];перекроить
1751;come to;[k?mtu?];очнуться
1752;flame;[fle?m];пламя, пылать
1753;underpants;[??nd??p?nts ];трусы
1754;foreign;[?f?r?n];иностранный
;foreigner;[?f?r?n?];иностранец
1755;resign;[r??za?n];отказываться, сдавать, уходить
;resignation;[?r?z?g?ne???n];отставка
;resignation 2;[?r?z?g?ne???n];смирение
1756;spice;[spa?s];пряность, специя
;spicy;[?spa?si];острый
1757;make into;[me?k??ntu?];переделать в
1758;tie;[ta?];связывать, завязывать
;untie;[?n?ta?];развязывать
;tie up;[ta??p];завязать
1759;mark;[m??k];метка, отмечать
;birthmark;[?b???m??k];родинка
1760;keep up;[ki?p?p];успевать за чем-л.
1761;tiny;[?ta?ni];крошечный
1762;mean (meant, meant);[mi?n];означать
;meaning;[?mi?n??];значение
;meaningful;[?mi?n??f?l];значимый
;meaningless;[?mi?n??l?s];бессмысленный
1763;reason;[?ri?zn];причина, мотив
1764;carpet;[?k??p?t];ковер
1765;embarrass;[?m?b?r?s];смущать, стеснять
;embarrassment;[?m?b?r?sm?nt];конфуз
1766;recognize;[?r?k?gna?z];узнавать
;recognizable;[?r?k?gna?z?bl];узнаваемый
;recognition;[?r?k?g?n???n];узнавание или признание
1767;able;[?e?bl];способный, могущий
;abiliity;[abiliity];способность
;unable;[?n?e?bl];неспособный
;unability;[?n?e??b?l?ti];неспособность
1768;fine;[fa?n];тонкий
1769;remote;[r??m??t];отдалённый, захолустный
;remoteness;[r??m??tn?s];удаленность
;TV remote;[?ti??vi?r??m??t];пульт от телевизора
1770;creature;[?kri???];существо
1771;fix;[f?ks];исправить, наладить
1772;mindful;[?ma?ndf?l];внимательный, помнящий
;mindless;[?ma?ndl?s];бессмысленный
1773;natural;[?n??r?l];естественный
;unnatural;[?n?n??r?l];неестественный
;supernatural;[?sju?p??n??r?l];сверхъестественное
1774;payment;[?pe?m?nt];оплата
1775;descend;[d??s?nd];спускаться
;descent;[d??s?nt];спуск
1776;ascend;[??s?nd];восходить
;ascent;[??s?nt];восхождение
1777;gesture;[???s??];жест, жестикулировать
1778;liberate;[?l?b?re?t];освобождать
;liberation;[?l?b??re???n];освобождение
;liberator;[?l?b?re?t?];освободитель
1779;bug;[b?g];жук
1780;bottom;[?b?t?m];дно
;bottomless;[?b?t?ml?s];бездонный
1781;sit back;[s?tb?k];отсидеться
1782;pause;[p??z];приостанавливать
1783;commit;[k??m?t];совершить (напр. ошибку)
1784;fishing;[?f????];рыбалка
1785;criminal;[?kr?m?nl];преступник, преступный
;criminality;[?kr?m??n?l?ti];преступность
1786;square;[skwe?];квадрат, квадратный
;squared;[skwe?d];в квадрате
1787;medicine;[?m?ds?n];лекарство
;medicate;[?m?d?ke?t];лечить лекарствами
;medication;[?m?d??ke???n];мед. лечение
1788;custom;[?k?st?m];заказной, индивидуальный
;customize;[?k?st??ma?z];настроить под себя
1789;write out;[ra?ta?t];выписать (документ)
1790;destroy;[d?s?tr??];разрушать
;destruction;[d?s?tr?k??n];разрушение
;destroyer;[d?s?tr???];разрушитель
1791;engine;[??n??n];двигатель или машина
1792;modest;[?m?d?st];скромный, умеренный
;immodest;[??m?d?st];нескромный
;modesty;[?m?d?sti];скромность
;immodesty;[??m?d?sti];нескромность
1793;spot;[sp?t];пятно
;spotted;[?sp?t?d];пятнистый
;spotless;[?sp?tl?s];незапятнанный
1794;breathe;[bri??];дышать
1795;spare;[spe?];выделить, уделить
;sparing;[?spe?r??];скудный, бережливый
1796;trait;[tre?t];черта, характеристика
1797;passenger;[?p?s?n??];пассажир
1798;used to;[ju?zdtu?];когда-то бывало
1799;intimate;[??nt?m?t];близкий
;intimacy;[??nt?m?si];близость
1800;safe;[se?f];надёжный, защищённый
;safety;[?se?fti];безопасность
1801;leg;[l?g];нога
1802;neither;[?na???];тоже не
1803;confront;[k?n?fr?nt];противостоять, сталкиваться
;confrontation;[?k?nfr?n?te???n];противостояние
1804;distinct;[d?s?t??kt];чёткий, различимый
;distinction;[d?s?t??k??n];различие
;distinctive;[d?s?t??kt?v];отличительный
;indistinct;[??nd?s?t??kt];невнятный
1805;impose;[?m?p??z];навязывать, налагать
;imposition;[??mp??z???n];навязывание
1806;descend from;[d??s?ndfr?m];происходить от
;descendant;[d??s?nd?nt];потомок
1807;court;[k??t];двор (королевский)
;courtier;[?k??t??];придворный
1808;slip;[sl?p];скользнуть
1809;as well as;[?zw?l?z];так же как и
1810;look forward;[l?k?f??w?d];ожидать, предвкушать
;look back;[l?kb?k];вспоминать
1811;rule;[ru?l];правило
1812;unique;[ju??ni?k];уникальный
;uniqueness;[ju??ni?kn?s];уникальность
1813;valley;[?v?li];долина
1814;court;[k??t];игровая площадка
1815;fibre (fiber);[?fa?b?];волокно
;fibrous;[?fa?br?s];волокнистый
1816;probe;[pr??b];датчик, зонд
1817;prison;[?pr?zn];тюрьма
;prisoner;[?pr?zn?];заключенный
;imprison;[?m?pr?zn];сажать в тюрьму
;imprisonment;[?m?pr?znm?nt];лишение свободы
1818;except;[?k?s?pt];кроме, исключая
;exception;[?k?s?p??n];исключение
;exceptional;[?k?s?p??nl];исключительный
1819;cap;[?k?p];кепка, шляпа, колпачок
1820;evil;[?i?vl];злой, зло
1821;rest;[r?st];отдых, отдыхать
;unrest;[?n?r?st];беспокойство, беспорядки
1822;firm;[f??m];твёрдый
;firmness;[?f??mn?s];твердость
1823;subsequent;[?s?bs?kw?nt];последующий
;subsequently;[?s?bs?kw?ntli];впоследствии
1824;weird;[w??d];нереальный, странный
